itinerary,leg_pos,row_number,record_serial,carrier,flight_number,operational_suffix,itinerary_var_id,itinerary_var_overflow,leg_sequence_number,service_type,operating_carrier,operating_flight_number,departure_station,arrival_station
1,1,90072,650352,UA,2240, ,7, ,1,J,UA,2240,DEN,LAX
2,1,31699,228400,UA,1013, ,3, ,1,J,UA,1013,DEN,LAX
3,1,40026,286090,UA,1252, ,5, ,1,J,UA,1252,DEN,LAX
4,1,37657,269152,UA,1195, ,6, ,2,J,UA,1195,DEN,LAX
5,1,59047,423866,UA,1638, ,5, ,1,J,UA,1638,DEN,LAX
6,1,10079,71996,UA,405, ,5, ,1,J,UA,405,DEN,LAX
7,1,21439,154772,UA,638, ,2, ,1,J,UA,638,DEN,LAX
8,1,16281,117414,UA,531, ,4, ,2,J,UA,531,DEN,LAX
9,1,20492,147743,UA,618, ,11, ,1,J,UA,618,DEN,LAS
9,2,92803,670256,UA,2282, ,20, ,1,J,UA,2282,LAS,LAX
10,1,41090,293429,UA,1281, ,12, ,3,J,UA,1281,DEN,SAN
10,2,145956,64561,UA,5533, ,4, ,1,J,UA,5533,SAN,LAX
11,1,138399,5255,UA,5050, ,5, ,1,J,UA,5050,DEN,PRC
11,2,138565,6467,UA,5065, ,2, ,1,J,UA,5065,PRC,LAX
12,1,144878,56168,UA,5469, ,5, ,1,J,UA,5469,DEN,PSP
12,2,147848,79710,UA,5626, ,6, ,1,J,UA,5626,PSP,LAX
13,1,138450,5632,UA,5054, ,4, ,1,J,UA,5054,DEN,SGU
13,2,139302,12020,UA,5123, ,4, ,1,J,UA,5123,SGU,LAX
14,1,21167,152739,UA,631, ,12, ,2,J,UA,631,DEN,PHX
14,2,147720,78687,UA,5619, ,3, ,1,J,UA,5619,PHX,LAX
15,1,139530,13734,UA,5212, ,2, ,1,J,UA,5212,DEN,FAT
15,2,141330,27752,UA,5307, ,4, ,1,J,UA,5307,FAT,LAX
16,1,107024,775115,UA,2633, ,2, ,1,J,UA,2633,DEN,SFO
16,2,34108,244241,UA,1097, ,19, ,3,J,UA,1097,SFO,LAX
17,1,144082,49808,UA,5438, ,5, ,1,J,UA,5438,DEN,MRY
17,2,145154,58340,UA,5486, ,6, ,1,J,UA,5486,MRY,LAX
18,1,146798,71292,UA,5572, ,4, ,1,J,UA,5572,DEN,SLC
18,2,145119,58068,UA,5484, ,3, ,1,J,UA,5484,SLC,LAX
19,1,19578,141280,UA,593, ,14, ,1,J,UA,593,DEN,SAN
19,2,143009,41190,UA,5384, ,6, ,1,J,UA,5384,SAN,LAX
20,1,50831,364375,UA,1481, ,2, ,1,J,UA,1481,DEN,PHX
20,2,147634,78000,UA,5614, ,5, ,1,J,UA,5614,PHX,LAX
21,1,107024,775115,UA,2633, ,2, ,1,J,UA,2633,DEN,SFO
21,2,67390,484821,UA,1800, ,16, ,1,J,UA,1800,SFO,LAX
22,1,39005,278850,UA,1224, ,7, ,1,J,UA,1224,DEN,SFO
22,2,86510,623990,UA,2179, ,18, ,3,J,UA,2179,SFO,LAX
23,1,97291,703511,UA,2367, ,12, ,1,J,UA,2367,DEN,SFO
23,2,133210,966548,UA,4656, ,8, ,1,J,UA,4656,SFO,LAX
24,1,115,792,UA,9, ,2, ,2,J,UA,9,DEN,SFO
24,2,150984,104443,UA,5794, ,7, ,1,J,UA,5794,SFO,LAX
25,1,25450,184299,UA,716, ,12, ,1,J,UA,716,DEN,LAS
25,2,92803,670256,UA,2282, ,20, ,1,J,UA,2282,LAS,LAX
26,1,106655,772449,UA,2624, ,4, ,1,J,UA,2624,DEN,LAS
26,2,58607,420737,UA,1631, ,18, ,1,J,UA,1631,LAS,LAX
27,1,57371,411963,UA,1604, ,9, ,1,J,UA,1604,DEN,RNO
27,2,152663,117791,UA,5908, ,4, ,1,J,UA,5908,RNO,LAX
28,1,107024,775115,UA,2633, ,2, ,1,J,UA,2633,DEN,SFO
28,2,150397,99861,UA,5759, ,6, ,1,J,UA,5759,SFO,LAX
29,1,56851,408231,UA,1594, ,9, ,1,J,UA,1594,DEN,PSP
29,2,147848,79710,UA,5626, ,6, ,1,J,UA,5626,PSP,LAX
30,1,14294,102837,UA,493, ,4, ,1,J,UA,493,DEN,LAS
30,2,147583,77586,UA,5612, ,18, ,1,J,UA,5612,LAS,LAX
31,1,60890,436779,UA,1686, ,2, ,1,J,UA,1686,DEN,PHX
31,2,147720,78687,UA,5619, ,3, ,1,J,UA,5619,PHX,LAX
32,1,31989,230320,UA,1026, ,4, ,2,J,UA,1026,DEN,AUS
32,2,3063,20635,UA,245, ,3, ,1,J,UA,245,AUS,LAX
33,1,67915,488547,UA,1812, ,3, ,1,J,UA,1812,DEN,SFO
33,2,34108,244241,UA,1097, ,19, ,3,J,UA,1097,SFO,LAX
34,1,115,792,UA,9, ,2, ,2,J,UA,9,DEN,SFO
34,2,86510,623990,UA,2179, ,18, ,3,J,UA,2179,SFO,LAX
35,1,107024,775115,UA,2633, ,2, ,1,J,UA,2633,DEN,SFO
35,2,150984,104443,UA,5794, ,7, ,1,J,UA,5794,SFO,LAX
36,1,67915,488547,UA,1812, ,3, ,1,J,UA,1812,DEN,SFO
36,2,67390,484821,UA,1800, ,16, ,1,J,UA,1800,SFO,LAX
37,1,98615,713253,UA,2391, ,13, ,1,J,UA,2391,DEN,SFO
37,2,52675,377957,UA,1506, ,19, ,2,J,UA,1506,SFO,LAX
38,1,4866,33571,UA,294, ,1, ,1,J,UA,294,DEN,SJD
38,2,41291,294870,UA,1286, ,1, ,1,J,UA,1286,SJD,LAX
39,1,20529,147998,UA,619, ,5, ,1,J,UA,619,DEN,SBA
39,2,148287,83130,UA,5647, ,2, ,1,J,UA,5647,SBA,LAX
40,1,12421,89010,UA,456, ,10, ,1,J,UA,456,DEN,AUS
40,2,3063,20635,UA,245, ,3, ,1,J,UA,245,AUS,LAX
41,1,84984,612745,UA,2149, ,4, ,1,J,UA,2149,DEN,SMF
41,2,65074,467660,UA,1759, ,2, ,1,J,UA,1759,SMF,LAX
42,1,91853,663223,UA,2271, ,4, ,1,J,UA,2271,DEN,SEA
42,2,148535,85102,UA,5659, ,3, ,1,J,UA,5659,SEA,LAX
43,1,14294,102837,UA,493, ,4, ,1,J,UA,493,DEN,LAS
43,2,92803,670256,UA,2282, ,20, ,1,J,UA,2282,LAS,LAX
44,1,135216,982230,UA,4765, ,4, ,1,J,UA,4765,DEN,SBP
44,2,149854,95563,UA,5731, ,2, ,1,J,UA,5731,SBP,LAX
45,1,56807,407922,UA,1593, ,14, ,2,J,UA,1593,DEN,PHX
45,2,147720,78687,UA,5619, ,3, ,1,J,UA,5619,PHX,LAX
46,1,67915,488547,UA,1812, ,3, ,1,J,UA,1812,DEN,SFO
46,2,150397,99861,UA,5759, ,6, ,1,J,UA,5759,SFO,LAX
47,1,73911,531418,UA,1940, ,2, ,2,J,UA,1940,DEN,SAN
47,2,145956,64561,UA,5533, ,4, ,1,J,UA,5533,SAN,LAX
48,1,41572,296830,UA,1294, ,2, ,1,J,UA,1294,DEN,PSP
48,2,147848,79710,UA,5626, ,6, ,1,J,UA,5626,PSP,LAX
49,1,55224,396294,UA,1561, ,13, ,1,J,UA,1561,DEN,SFO
49,2,34108,244241,UA,1097, ,19, ,3,J,UA,1097,SFO,LAX
50,1,135066,981074,UA,4756, ,3, ,1,J,UA,4756,DEN,SLC
50,2,145119,58068,UA,5484, ,3, ,1,J,UA,5484,SLC,LAX
51,1,107024,775115,UA,2633, ,2, ,1,J,UA,2633,DEN,SFO
51,2,86510,623990,UA,2179, ,18, ,3,J,UA,2179,SFO,LAX
52,1,55224,396294,UA,1561, ,13, ,1,J,UA,1561,DEN,SFO
52,2,67390,484821,UA,1800, ,16, ,1,J,UA,1800,SFO,LAX
53,1,67915,488547,UA,1812, ,3, ,1,J,UA,1812,DEN,SFO
53,2,150984,104443,UA,5794, ,7, ,1,J,UA,5794,SFO,LAX
54,1,28035,202871,UA,769, ,11, ,2,J,UA,769,DEN,SEA
54,2,144802,55553,UA,5467, ,4, ,1,J,UA,5467,SEA,LAX
55,1,106655,772449,UA,2624, ,4, ,1,J,UA,2624,DEN,LAS
55,2,147583,77586,UA,5612, ,18, ,1,J,UA,5612,LAS,LAX
56,1,97291,703511,UA,2367, ,12, ,1,J,UA,2367,DEN,SFO
56,2,52675,377957,UA,1506, ,19, ,2,J,UA,1506,SFO,LAX
57,1,50831,364375,UA,1481, ,2, ,1,J,UA,1481,DEN,PHX
57,2,147720,78687,UA,5619, ,3, ,1,J,UA,5619,PHX,LAX
58,1,55224,396294,UA,1561, ,13, ,1,J,UA,1561,DEN,SFO
58,2,150397,99861,UA,5759, ,6, ,1,J,UA,5759,SFO,LAX
59,1,85851,619140,UA,2167, ,6, ,2,J,UA,2167,DEN,RNO
59,2,152663,117791,UA,5908, ,4, ,1,J,UA,5908,RNO,LAX
60,1,83770,603542,UA,2123, ,8, ,2,J,UA,2123,DEN,SFO
60,2,149172,90104,UA,5690, ,13, ,1,J,UA,5690,SFO,LAX
61,1,69131,497378,UA,1835, ,3, ,1,J,UA,1835,DEN,SAN
61,2,134418,975996,UA,4723, ,3, ,1,J,UA,4723,SAN,LAX
62,1,39606,283244,UA,1236, ,12, ,2,J,UA,1236,DEN,PHX
62,2,146845,71672,UA,5575, ,6, ,1,J,UA,5575,PHX,LAX
63,1,67915,488547,UA,1812, ,3, ,1,J,UA,1812,DEN,SFO
63,2,86510,623990,UA,2179, ,18, ,3,J,UA,2179,SFO,LAX
64,1,152835,119156,UA,5923, ,1, ,1,J,UA,5923,DEN,BOI
64,2,134581,977269,UA,4730, ,5, ,1,J,UA,4730,BOI,LAX
65,1,55224,396294,UA,1561, ,13, ,1,J,UA,1561,DEN,SFO
65,2,150984,104443,UA,5794, ,7, ,1,J,UA,5794,SFO,LAX
66,1,74060,532559,UA,1943, ,10, ,1,J,UA,1943,DEN,AUS
66,2,7551,53305,UA,357, ,9, ,1,J,UA,357,AUS,LAX
67,1,146798,71292,UA,5572, ,4, ,1,J,UA,5572,DEN,SLC
67,2,149875,95730,UA,5732, ,8, ,1,J,UA,5732,SLC,SFO
67,3,34108,244241,UA,1097, ,19, ,3,J,UA,1097,SFO,LAX
68,1,14294,102837,UA,493, ,4, ,1,J,UA,493,DEN,LAS
68,2,79373,571223,UA,2047, ,19, ,2,J,UA,2047,LAS,SFO
68,3,34108,244241,UA,1097, ,19, ,3,J,UA,1097,SFO,LAX
69,1,21167,152739,UA,631, ,12, ,2,J,UA,631,DEN,PHX
69,2,50112,359732,UA,1458, ,1, ,2,J,UA,1458,PHX,SFO
69,3,34108,244241,UA,1097, ,19, ,3,J,UA,1097,SFO,LAX
70,1,20492,147743,UA,618, ,11, ,1,J,UA,618,DEN,LAS
70,2,40603,290123,UA,1267, ,6, ,1,J,UA,1267,LAS,SFO
70,3,86510,623990,UA,2179, ,18, ,3,J,UA,2179,SFO,LAX
71,1,146798,71292,UA,5572, ,4, ,1,J,UA,5572,DEN,SLC
71,2,149875,95730,UA,5732, ,8, ,1,J,UA,5732,SLC,SFO
71,3,67390,484821,UA,1800, ,16, ,1,J,UA,1800,SFO,LAX
72,1,57371,411963,UA,1604, ,9, ,1,J,UA,1604,DEN,RNO
72,2,140642,22445,UA,5264, ,11, ,1,J,UA,5264,RNO,SFO
72,3,150984,104443,UA,5794, ,7, ,1,J,UA,5794,SFO,LAX
73,1,25450,184299,UA,716, ,12, ,1,J,UA,716,DEN,LAS
73,2,57289,411341,UA,1603, ,11, ,1,J,UA,1603,LAS,SFO
73,3,150984,104443,UA,5794, ,7, ,1,J,UA,5794,SFO,LAX
74,1,150473,100497,UA,5762, ,4, ,1,J,UA,5762,DEN,SLC
74,2,86764,625963,UA,2181, ,5, ,1,J,UA,2181,SLC,SFO
74,3,86510,623990,UA,2179, ,18, ,3,J,UA,2179,SFO,LAX
75,1,152871,119444,UA,5927, ,5, ,1,J,UA,5927,DEN,BOI
75,2,134635,977675,UA,4733, ,6, ,1,J,UA,4733,BOI,SFO
75,3,52675,377957,UA,1506, ,19, ,2,J,UA,1506,SFO,LAX
76,1,14294,102837,UA,493, ,4, ,1,J,UA,493,DEN,LAS
76,2,79373,571223,UA,2047, ,19, ,2,J,UA,2047,LAS,SFO
76,3,67390,484821,UA,1800, ,16, ,1,J,UA,1800,SFO,LAX
77,1,21167,152739,UA,631, ,12, ,2,J,UA,631,DEN,PHX
77,2,50112,359732,UA,1458, ,1, ,2,J,UA,1458,PHX,SFO
77,3,67390,484821,UA,1800, ,16, ,1,J,UA,1800,SFO,LAX
78,1,97291,703511,UA,2367, ,12, ,1,J,UA,2367,DEN,SFO
78,2,143178,42486,UA,5394, ,9, ,1,J,UA,5394,SFO,RNO
78,3,141795,31494,UA,5328, ,10, ,1,J,UA,5328,RNO,LAX
79,1,84984,612745,UA,2149, ,4, ,1,J,UA,2149,DEN,SMF
79,2,140253,19304,UA,5248, ,2, ,1,J,UA,5248,SMF,SFO
79,3,52675,377957,UA,1506, ,19, ,2,J,UA,1506,SFO,LAX
80,1,98615,713253,UA,2391, ,13, ,1,J,UA,2391,DEN,SFO
80,2,20385,147023,UA,611, ,16, ,2,J,UA,611,SFO,LAS
80,3,58607,420737,UA,1631, ,18, ,1,J,UA,1631,LAS,LAX
81,1,50831,364375,UA,1481, ,2, ,1,J,UA,1481,DEN,PHX
81,2,106377,770439,UA,2619, ,8, ,1,J,UA,2619,PHX,SFO
81,3,52675,377957,UA,1506, ,19, ,2,J,UA,1506,SFO,LAX
82,1,19578,141280,UA,593, ,14, ,1,J,UA,593,DEN,SAN
82,2,94364,681971,UA,2309, ,5, ,1,J,UA,2309,SAN,SFO
82,3,52675,377957,UA,1506, ,19, ,2,J,UA,1506,SFO,LAX
83,1,154537,132603,UA,6045, ,1, ,1,J,UA,6045,DEN,BOI
83,2,135011,980617,UA,4753, ,2, ,1,J,UA,4753,BOI,SFO
83,3,150984,104443,UA,5794, ,7, ,1,J,UA,5794,SFO,LAX
84,1,146798,71292,UA,5572, ,4, ,1,J,UA,5572,DEN,SLC
84,2,149875,95730,UA,5732, ,8, ,1,J,UA,5732,SLC,SFO
84,3,150397,99861,UA,5759, ,6, ,1,J,UA,5759,SFO,LAX
85,1,98615,713253,UA,2391, ,13, ,1,J,UA,2391,DEN,SFO
85,2,153324,123032,UA,5958, ,2, ,1,J,UA,5958,SFO,FAT
85,3,141330,27752,UA,5307, ,4, ,1,J,UA,5307,FAT,LAX
86,1,67915,488547,UA,1812, ,3, ,1,J,UA,1812,DEN,SFO
86,2,27047,195832,UA,751, ,16, ,1,J,UA,751,SFO,LAS
86,3,92803,670256,UA,2282, ,20, ,1,J,UA,2282,LAS,LAX
87,1,14294,102837,UA,493, ,4, ,1,J,UA,493,DEN,LAS
87,2,79373,571223,UA,2047, ,19, ,2,J,UA,2047,LAS,SFO
87,3,150397,99861,UA,5759, ,6, ,1,J,UA,5759,SFO,LAX
88,1,21167,152739,UA,631, ,12, ,2,J,UA,631,DEN,PHX
88,2,50112,359732,UA,1458, ,1, ,2,J,UA,1458,PHX,SFO
88,3,150397,99861,UA,5759, ,6, ,1,J,UA,5759,SFO,LAX
89,1,67915,488547,UA,1812, ,3, ,1,J,UA,1812,DEN,SFO
89,2,144677,54570,UA,5461, ,7, ,1,J,UA,5461,SFO,RNO
89,3,152663,117791,UA,5908, ,4, ,1,J,UA,5908,RNO,LAX
90,1,98615,713253,UA,2391, ,13, ,1,J,UA,2391,DEN,SFO
90,2,98616,713261,UA,2391, ,13, ,2,J,UA,2391,SFO,SAN
90,3,145956,64561,UA,5533, ,4, ,1,J,UA,5533,SAN,LAX
91,1,141175,26546,UA,5298, ,2, ,1,J,UA,5298,DEN,PSC
91,2,146900,72088,UA,5578, ,2, ,1,J,UA,5578,PSC,SFO
91,3,34108,244241,UA,1097, ,19, ,3,J,UA,1097,SFO,LAX
92,1,21744,156972,UA,644, ,10, ,2,J,UA,644,DEN,PDX
92,2,153000,120474,UA,5938, ,7, ,1,J,UA,5938,PDX,SFO
92,3,34108,244241,UA,1097, ,19, ,3,J,UA,1097,SFO,LAX
93,1,48487,348223,UA,1415, ,6, ,1,J,UA,1415,DEN,SMF
93,2,151754,110540,UA,5840, ,3, ,1,J,UA,5840,SMF,SFO
93,3,34108,244241,UA,1097, ,19, ,3,J,UA,1097,SFO,LAX
94,1,153413,123726,UA,5964, ,3, ,1,J,UA,5964,DEN,BIH
94,2,146581,69554,UA,5560, ,3, ,1,J,UA,5560,BIH,SFO
94,3,34108,244241,UA,1097, ,19, ,3,J,UA,1097,SFO,LAX
95,1,57371,411963,UA,1604, ,9, ,1,J,UA,1604,DEN,RNO
95,2,140642,22445,UA,5264, ,11, ,1,J,UA,5264,RNO,SFO
95,3,86510,623990,UA,2179, ,18, ,3,J,UA,2179,SFO,LAX
96,1,25450,184299,UA,716, ,12, ,1,J,UA,716,DEN,LAS
96,2,40603,290123,UA,1267, ,6, ,1,J,UA,1267,LAS,SFO
96,3,86510,623990,UA,2179, ,18, ,3,J,UA,2179,SFO,LAX
97,1,25450,184299,UA,716, ,12, ,1,J,UA,716,DEN,LAS
97,2,57289,411341,UA,1603, ,11, ,1,J,UA,1603,LAS,SFO
97,3,86510,623990,UA,2179, ,18, ,3,J,UA,2179,SFO,LAX
98,1,40149,286977,UA,1254, ,12, ,1,J,UA,1254,DEN,PHX
98,2,76457,550411,UA,1986, ,19, ,1,J,UA,1986,PHX,SFO
98,3,86510,623990,UA,2179, ,18, ,3,J,UA,2179,SFO,LAX
99,1,41090,293429,UA,1281, ,12, ,3,J,UA,1281,DEN,SAN
99,2,92232,666034,UA,2278, ,17, ,1,J,UA,2278,SAN,SFO
99,3,86510,623990,UA,2179, ,18, ,3,J,UA,2179,SFO,LAX
100,1,60890,436779,UA,1686, ,2, ,1,J,UA,1686,DEN,PHX
100,2,50112,359732,UA,1458, ,1, ,2,J,UA,1458,PHX,SFO
100,3,34108,244241,UA,1097, ,19, ,3,J,UA,1097,SFO,LAX
101,1,38251,273441,UA,1208, ,10, ,1,J,UA,1208,DEN,SMF
101,2,153366,123359,UA,5961, ,6, ,1,J,UA,5961,SMF,SFO
101,3,86510,623990,UA,2179, ,18, ,3,J,UA,2179,SFO,LAX
102,1,77839,560254,UA,2013, ,7, ,3,J,UA,2013,DEN,SEA
102,2,26295,190326,UA,737, ,21, ,1,J,UA,737,SEA,SFO
102,3,86510,623990,UA,2179, ,18, ,3,J,UA,2179,SFO,LAX
103,1,146413,68207,UA,5554, ,2, ,1,J,UA,5554,DEN,SUN
103,2,135681,985937,UA,4788, ,2, ,1,J,UA,4788,SUN,SFO
103,3,34108,244241,UA,1097, ,19, ,3,J,UA,1097,SFO,LAX
104,1,134019,972886,UA,4701, ,5, ,1,J,UA,4701,DEN,RDD
104,2,144530,53411,UA,5452, ,5, ,1,J,UA,5452,RDD,SFO
104,3,34108,244241,UA,1097, ,19, ,3,J,UA,1097,SFO,LAX
105,1,43849,313504,UA,1337, ,8, ,1,J,UA,1337,DEN,PDX
105,2,106206,769184,UA,2615, ,10, ,1,J,UA,2615,PDX,SFO
105,3,86510,623990,UA,2179, ,18, ,3,J,UA,2179,SFO,LAX
106,1,148378,83845,UA,5651, ,8, ,1,J,UA,5651,DEN,TUS
106,2,154002,128370,UA,6006, ,4, ,1,J,UA,6006,TUS,SFO
106,3,86510,623990,UA,2179, ,18, ,3,J,UA,2179,SFO,LAX
107,1,85851,619140,UA,2167, ,6, ,2,J,UA,2167,DEN,RNO
107,2,79181,569877,UA,2042, ,19, ,1,J,UA,2042,RNO,SFO
107,3,34108,244241,UA,1097, ,19, ,3,J,UA,1097,SFO,LAX
108,1,85851,619140,UA,2167, ,6, ,2,J,UA,2167,DEN,RNO
108,2,135486,984392,UA,4779, ,5, ,1,J,UA,4779,RNO,SFO
108,3,34108,244241,UA,1097, ,19, ,3,J,UA,1097,SFO,LAX
109,1,145458,60702,UA,5506, ,3, ,1,J,UA,5506,DEN,ACV
109,2,133183,966334,UA,4655, ,3, ,1,J,UA,4655,ACV,SFO
109,3,34108,244241,UA,1097, ,19, ,3,J,UA,1097,SFO,LAX
110,1,145458,60702,UA,5506, ,3, ,1,J,UA,5506,DEN,ACV
110,2,146046,65281,UA,5539, ,4, ,1,J,UA,5539,ACV,SFO
110,3,34108,244241,UA,1097, ,19, ,3,J,UA,1097,SFO,LAX
111,1,141175,26546,UA,5298, ,2, ,1,J,UA,5298,DEN,PSC
111,2,146900,72088,UA,5578, ,2, ,1,J,UA,5578,PSC,SFO
